input string, place, country, latitude, longitude, count
"leeds","leeds","united kingdom",53.79648,-1.54785,1
"leeds / scunthorpe","","",,,1
"leeds, england","leeds","united kingdom",53.79648,-1.54785,1
"leeds, uk","leeds","united kingdom",53.79648,-1.54785,1
"leeme en @inspirulina","","",,,1
"leesburg, va","leesburg","united states",28.81082,-81.87786,1
"left of centerstage","","",,,1
"legian 41 bali","","",,,1
"lehigh university","lehigh acres","united states",26.62535,-81.6248,1
"leicester / birmingham, uk","leicester","united kingdom",52.6386,-1.13169,1
"leicestershire, uk","leicester","united kingdom",52.6386,-1.13169,1
"leichhardt","","",,,1
"leiden","leiden","netherlands",52.15833,4.49306,1
"leiden, netherlands","leiden","netherlands",52.15833,4.49306,1
"leigh, lancashire, uk","leigh","united kingdom",53.48333,-2.51667,1
"leith, edinburgh eh6 6jj","","",,,1
"lembaran akasia dan spesiesnya","","",,,1
"let it be ‰ÏÎ•üè","","",,,1
"letchworth garden city","letchworth","united kingdom",51.97944,-0.2284,1
"lethbridge, alberta","lethbridge","canada",49.69999,-112.81856,1
"lethbridge, alberta, canada","lethbridge","canada",49.69999,-112.81856,1
"leticia - amazonas","leticia","colombia",-4.21528,-69.94056,1
"leura, nsw","","",,,1
"leuven, belgium","leuven","belgium",50.87959,4.70093,1
"lewes, east sussex","lewes","united kingdom",50.8742,0.00772,1
"leÌ?n, nicaragua.","nicaragua","nicaragua",12.865416,-85.207229,1
"libya_benghazi","","",,,1
"lichfield, staffordshire","lichfield","united kingdom",52.68154,-1.82549,1
"liep€Åja, latvija","liepƒÅja","latvia",56.51667,21.01667,1
"lifton, devon uk","clifton","united states",39.09193,-108.44898,1
"lille","lille","france",50.63297,3.05858,1
"lille, france","lille","france",50.63297,3.05858,1
"lima","lima","united states",40.74255,-84.10523,1
"lima (probably in a bakery...)","","",,,1
"lima - peru","","",,,1
"lima - perÌ?","","",,,1
"lima - san isidro","","",,,1
"lima perÌ?","","",,,1
"lima ‰Û¢ perÌ?","","",,,1
"lima, peru","lima","united states",40.74255,-84.10523,1
"lima, perÌ?","lima","united states",40.74255,-84.10523,2
"lima-peru","","",,,1
"lima-perÌ?","","",,,1
"limassol, cyprus","limassol","cyprus",34.68406,33.03794,1
"limbo","","",,,1
"limehouse, east london","","",,,1
"limerick city","limerick","united states",40.23093,-75.52212,1
"limits of mystic falls","","",,,1
"limoges","limoges","france",45.83153,1.25781,1
"limoges, limousin.","limoges","france",45.83153,1.25781,1
"lincoln uk","lincoln park","united states",42.25059,-83.17854,1
"lincoln, lincolnshire uk","lincoln","united states",40.8,-96.66696,1
"lincoln, nh white mnts","lincoln","united states",40.8,-96.66696,1
"lincolnshire, il","lincoln","united states",40.8,-96.66696,1
"lincs, uk, earth","lins","brazil",-21.67861,-49.7425,1
"link to shop ‰Âà•üè‰?Á•üè","","",,,1
"linkÌ?ping","linkoping","sweden",58.41086,15.62157,1
"linkÌ?ping, sweden","linkoping","sweden",58.41086,15.62157,1
"lioni, av","","",,,1
"liptovsky jan, slovakia","liptovsky mikulas","slovakia",49.08061,19.62218,1
"lisbon","lisbon","portugal",38.71667,-9.13333,1
"lisbon, portugal","lisbon","portugal",38.71667,-9.13333,1
"live in nasugbu, batangas","","",,,1
"live,work,love camden. london","clive","united states",41.60304,-93.72411,1
"liverpool","liverpool","united kingdom",53.41058,-2.97794,2
"liverpool / scotland","liverpool","united kingdom",53.41058,-2.97794,1
"liverpool nova scotia","liverpool","united kingdom",53.41058,-2.97794,1
"liverpool uk","liverpool","united kingdom",53.41058,-2.97794,1
"liverpool, england","liverpool","united kingdom",53.41058,-2.97794,1
"liverpool, merseyside.","liverpool","united kingdom",53.41058,-2.97794,1
"liverpool, uk","liverpool","united kingdom",53.41058,-2.97794,1
"livin' “¥Î’Óã“??“â¡‘?´ ‹ÉÜ‹ÉÜ","","",,,1
"living in donegal town","","",,,1
"livingston","livingston","united states",40.79593,-74.31487,1
"llandovery, carmarthenshire","landover","united states",38.934,-76.89664,1
"llandudno . uk . international","llandudno","united kingdom",53.32498,-3.83148,1
"llodio","llodio","spain",43.14322,-2.96204,1
"lobby gedung b fkip uns","","",,,1
"lobby lvl merapi merbabu hotel","","",,,1
"locarno","","",,,1
"location : 3.128821,101.438251","","",,,1
"location location location","","",,,1
"location: athens, greece","greece","greece",39.074208,21.824312,1
"location: dinuba and twitter","","",,,1
"logan, ut & flagstaff, az","logan","united states",41.73549,-111.83439,1
"lohne","lohne","germany",52.66625,8.2375,1
"loja","loja","spain",37.16887,-4.15129,1
"lombardia, italia","lombard","united states",41.88003,-88.00784,1
"lombok island","","",,,1
"londinium","","",,,1
"london","london","united kingdom",51.50853,-0.12574,2
"london & new york","","",,,1
"london & stockholm","","",,,1
"london / la / ny","","",,,1
"london / madagascar / belize","","",,,1
"london / milton keynes","","",,,1
"london / nyc(alot)","","",,,1
"london / stockholm","","",,,1
"london and ireland","","",,,1
"london and uk","","",,,1
"london but wander about a lot","","",,,1
"london by way of new scotland","","",,,1
"london metropolitan university","","",,,1
"london n17 9qp","","",,,1
"london ontario","","",,,1
"london ontario canada","","",,,1
"london town","london","united kingdom",51.50853,-0.12574,2
"london uk","london","united kingdom",51.50853,-0.12574,1
"london uk global","","",,,1
"london utara|emirates stadium","","",,,1
"london w1","london","united kingdom",51.50853,-0.12574,1
"london | greece","","",,,1
"london | manchester","","",,,1
"london | singapore | sydney","","",,,1
"london | uk","london","united kingdom",51.50853,-0.12574,1
"london ‰ù?","london","united kingdom",51.50853,-0.12574,1
"london, brussels, warsaw","london","united kingdom",51.50853,-0.12574,1
"london, canada","london","united kingdom",51.50853,-0.12574,1
"london, england","london","united kingdom",51.50853,-0.12574,1
"london, england.","london","united kingdom",51.50853,-0.12574,1
"london, guildford & manchester","london","united kingdom",51.50853,-0.12574,1
"london, new york & stockholm","london","united kingdom",51.50853,-0.12574,1
"london, on","london","united kingdom",51.50853,-0.12574,1
"london, ontario","london","united kingdom",51.50853,-0.12574,1
"london, ontario #ldnont","london","united kingdom",51.50853,-0.12574,1
"london, ontario, canada","london","united kingdom",51.50853,-0.12574,1
"london, uk","london","united kingdom",51.50853,-0.12574,2
"london, uk, global village","london","united kingdom",51.50853,-0.12574,1
"london, united kingdom","london","united kingdom",51.50853,-0.12574,2
"london/ brussels","","",,,1
"london/california","","",,,1
"london/new york","","",,,1
"london/orangeville","","",,,1
"london/southcoast","","",,,1
"londres","","",,,1
"long beach, ca","long beach","united states",33.76696,-118.18923,1
"long island, ny","long island city","united states",40.74482,-73.94875,2
"lontoo / rautalampi","","",,,1
"loose in leicestershire, uk","","",,,1
"lorraine (qc)","","",,,1
"los altos, ca","los altos","united states",37.38522,-122.11413,1
"los angeles","los angeles","united states",34.05223,-118.24368,2
"los angeles ca","los angeles","united states",34.05223,-118.24368,1
"los angeles kings","los angeles","united states",34.05223,-118.24368,1
"los angeles ‰Û¢ san francisco","los angeles","united states",34.05223,-118.24368,1
"los angeles, ca","los angeles","united states",34.05223,-118.24368,2
"los angeles, ca united states","los angeles","united states",34.05223,-118.24368,1
"los angeles, ca usa","los angeles","united states",34.05223,-118.24368,1
"los angeles, california","los angeles","united states",34.05223,-118.24368,2
"los angeles, california, usa","los angeles","united states",34.05223,-118.24368,1
"los angeles/ & or high desert","los angeles","united states",34.05223,-118.24368,1
"los angeles/tokyo","los angeles","united states",34.05223,-118.24368,1
"loscoe","","",,,1
"lost in a corn field","","",,,1
"lost in space.","","",,,1
"lost in stereo","","",,,1
"lost in the middle of nowhere.","","",,,1
"lost somewhere","","",,,1
"lost!","","",,,1
"lough melvin","","",,,1
"louth lincolnshire","","",,,1
"loving the ocean","","",,,1
"lower saxony ,germany","germany","germany",51.165691,10.451526,1
"lower saxony, germany","germany","germany",51.165691,10.451526,1
"loyola university chicago","","",,,1
"luanda - angola / es - brasil","","",,,1
"lubang tambang samarinda","","",,,1
"lucban, quezon","lucban","philippines",14.11356,121.55574,1
"lucknow","lucknow","india",26.83928,80.92313,1
"lucknow (u.p.) india","lucknow","india",26.83928,80.92313,1
"lucknow, uttar pradesh, india","lucknow","india",26.83928,80.92313,1
"lumajang - jember","lumajang","indonesia",-8.1335,113.2248,1
"lumajang-malang","lumajang","indonesia",-8.1335,113.2248,1
"lumut, perak","lumut","malaysia",4.2323,100.6298,1
"luna","luena","angola",-11.78333,19.91667,1
"lv","","",,,1
"lv&m. 1521. ph.","","",,,1
"lymington","","",,,1
"lyon","lyon","france",45.74846,4.84671,1
"lyon, france","lyon","france",45.74846,4.84671,1
"m a l a y s i a","","",,,1
"ma","","",,,1
"ma, ct & ny","","",,,1
"ma/national","","",,,1
"maalla, vedessÌ? ja ilmassa","","",,,1
"maastricht","maastricht","netherlands",50.84833,5.68889,1
"macau","macau","macau",22.198745,113.543873,1
"mad iah lhr hnd akl eze","","",,,1
"madagascar","madagascar","madagascar",-18.766947,46.869107,1
"madchester, united kingdom","manchester","united states",42.99564,-71.45479,1
"madison, wi","madison","united states",43.07305,-89.40123,1
"madison, wisconsin","madison","united states",43.07305,-89.40123,1
"madiun","madiun","indonesia",-7.6298,111.5239,1
"madiun - jogja","","",,,1
"madiun - kediri - malang","","",,,1
"madiun-bandung, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"madrid","madrid","spain",40.4165,-3.70256,1
"madrid, es","madrid","spain",40.4165,-3.70256,1
"madrid, spain","madrid","spain",40.4165,-3.70256,1
"madrid-london","","",,,1
"magelang","magelang","indonesia",-7.47056,110.21778,1
"magelang - bogor","magelang","indonesia",-7.47056,110.21778,1
"magelang -- yogyakarta","magelang","indonesia",-7.47056,110.21778,1
"magelang | jawa tengah","magelang","indonesia",-7.47056,110.21778,1
"magelang-jogja-solo-semarang","magelang","indonesia",-7.47056,110.21778,1
"magetan,east java","magenta","italy",45.46279,8.87915,1
"magicalenchantedcities","","",,,1
"mahoning valley","","",,,1
"maidenhead","maidenhead","united kingdom",51.52279,-0.71986,1
"mail: ask@sapiperjaka.com","","",,,1
"maine","","",,,1
"mainz/frankfurt/wiesbaden","","",,,1
"majalengka - jawa barat","majalengka","indonesia",-6.83611,108.22778,1
"majuro, marshall islands","majuro","marshall islands",7.08971,171.38027,1
"makassar","makassar","indonesia",-5.14,119.4221,2
"makassar & sekitarnya","makassar","indonesia",-5.14,119.4221,1
"makassar , south sulawesi idn","makassar","indonesia",-5.14,119.4221,1
"makassar , sulawesi selatan","makassar","indonesia",-5.14,119.4221,1
"makassar ,south sulawesi","makassar","indonesia",-5.14,119.4221,1
"makassar - indonesia","makassar","indonesia",-5.14,119.4221,1
"makassar - jakarta, indonesia","makassar","indonesia",-5.14,119.4221,1
"makassar 90221, indonesia","makassar","indonesia",-5.14,119.4221,1
"makassar daeng!","makassar","indonesia",-5.14,119.4221,1
"makassar kota daeng","makassar","indonesia",-5.14,119.4221,1
"makassar | enrekang","makassar","indonesia",-5.14,119.4221,1
"makassar, indonesia","makassar","indonesia",-5.14,119.4221,1
"makassar, indonesia :d","makassar","indonesia",-5.14,119.4221,1
"makassar, jl. amanagappa","makassar","indonesia",-5.14,119.4221,1
"makassar, south sulawasi","makassar","indonesia",-5.14,119.4221,1
"makassar, sulawesi selatan","makassar","indonesia",-5.14,119.4221,2
"makassar, sulawesi selatan. id","makassar","indonesia",-5.14,119.4221,1
"makassar,indonesia","makassar","indonesia",-5.14,119.4221,1
"makassar,sulawesi selatan","makassar","indonesia",-5.14,119.4221,1
"makassar-indonesia","makassar","indonesia",-5.14,119.4221,1
"makassar-sulawesi selatan","makassar","indonesia",-5.14,119.4221,1
"makassar~indonesia","makassar","indonesia",-5.14,119.4221,1
"makati city","makati city","philippines",14.55027,121.03269,2
"makati city, ph","makati city","philippines",14.55027,121.03269,1
"makati city, philippines","makati city","philippines",14.55027,121.03269,1
"makati,quezon city,greenhills","makati city","philippines",14.55027,121.03269,1
"makkah","","",,,1
"malacca city, malaysia, my","malacca","malaysia",2.196,102.2405,1
"malang","malang","indonesia",-7.9797,112.6304,1
"malang - east java","","",,,1
"malang - indonesia","","",,,1
"malang - jakarta ‰Ïö","","",,,1
"malang - surabaya","","",,,1
"malang indonesia","","",,,1
"malang, east java 65158","malang","indonesia",-7.9797,112.6304,1
"malang, grobogan","malang","indonesia",-7.9797,112.6304,1
"malang, id","malang","indonesia",-7.9797,112.6304,1
"malang, indonesia.","malang","indonesia",-7.9797,112.6304,1
"malang, jawa timur","malang","indonesia",-7.9797,112.6304,1
"malang, jawa timur, indonesia.","malang","indonesia",-7.9797,112.6304,1
"malang,east java,indonesia","malang","indonesia",-7.9797,112.6304,1
"malang,id","malang","indonesia",-7.9797,112.6304,1
"malang. indonesia","","",,,1
"malate, manila philippines","malnate","italy",45.79377,8.88104,1
"malawi, africa","mallawi","egypt",27.7314,30.84165,1
"malaysia","malaysia","malaysia",4.210484,101.975766,2
"malaysia.","malaysia","malaysia",4.210484,101.975766,1
"malaysia/indonesia","malaysia","malaysia",4.210484,101.975766,1
"maldives","maldives","maldives",3.202778,73.22068,1
"male","male","maldives",4.1748,73.50888,1
"male'","male","maldives",4.1748,73.50888,1
"male' , maldives","male","maldives",4.1748,73.50888,1
"male' in maldives","","",,,1
"male' maldives","","",,,2
"male' republic of maldives","","",,,1
"male', maldives","male","maldives",4.1748,73.50888,2
"male'/maldives","","",,,1
"male,","male","maldives",4.1748,73.50888,1
"malindi, kenya","malindi","kenya",-3.21799,40.11692,1
"malioboro, yogyakarta","","",,,1
"malioboro,yogyakarta","","",,,1
"malmÌ?","","",,,1
"malta","malta","malta",35.937496,14.375416,1
"malta, europe","malita","philippines",6.415,125.61167,1
"malÌ© city, maldives","maldives","maldives",3.202778,73.22068,1
"malÌ©, maldives","maldives","maldives",3.202778,73.22068,1
"mamuju•?çbali, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"manado","manado","indonesia",1.48218,124.84892,1
"managua, nicaragua","managua","nicaragua",12.13282,-86.2504,1
"manahan, solo","","",,,1
"manama, bahrain","manama","bahrain",26.21536,50.5832,2
"manchester","manchester","united states",42.99564,-71.45479,1
"manchester uk","manchester","united states",42.99564,-71.45479,1
"manchester united kingdom","manchester","united states",42.99564,-71.45479,1
"manchester, england","manchester","united states",42.99564,-71.45479,1
"manchester, u.k.","manchester","united states",42.99564,-71.45479,1
"manchester, uk","manchester","united states",42.99564,-71.45479,1
"manchester,uk","manchester","united states",42.99564,-71.45479,1
"manchesterish","manchester","united states",42.99564,-71.45479,1
"mandaluyong,philippines","mandaluyong city","philippines",14.5832,121.0409,1
"mandar st. 13e, indonesia.","indonesia","indonesia",-0.789275,113.921327,1
"mandurah western australia","mandurah","australia",-32.5269,115.7217,1
"manhattan, ks","manhattan","united states",40.78343,-73.96625,1
"manhattan, new york","manhattan","united states",40.78343,-73.96625,1
"manila","manila","philippines",14.6042,120.9822,2
"manila phl","manila","philippines",14.6042,120.9822,1
"manila x new york","","",,,1
"manila, philippines","manila","philippines",14.6042,120.9822,2
"manila, utah, u.s.a.","manila","philippines",14.6042,120.9822,1
"manila,philippines","manila","philippines",14.6042,120.9822,1
"maniluh, filifins","","",,,1
"manitoba","","",,,1
"manitoba, canada","canada","canada",56.130366,-106.346771,1
"manitoulin island, on, canada","canada","canada",56.130366,-106.346771,1
"manizales-colombia","manizales","colombia",5.06889,-75.51738,1
"manjung , ipoh , perak","","",,,1
"mannheim, germany","mannheim","germany",49.49671,8.47955,1
"many places in the world","","",,,1
"mar sol luna","","",,,1
"maracaibo, venezuela","maracaibo","venezuela",10.63167,-71.64056,1
"margaret river, w.australia","","",,,1
"maria gaspÌ©sie","","",,,1
"marikina city","","",,,1
"marilao bulacan","marilao","philippines",14.75778,120.94833,1
"marin county, california","","",,,1
"markham","markham","canada",43.86682,-79.2663,1
"markham on canada","markham","canada",43.86682,-79.2663,1
"markham, richmond hill","markham","canada",43.86682,-79.2663,1
"marlow, bucks, uk","marlow","united kingdom",51.56933,-0.77415,1
"maroc","","",,,1
"maropeng, south africa","","",,,1
"mars","marks","russia",51.71111,46.74861,2
"marseille (france)","marseille 15","france",43.37224,5.35386,1
"marseille - paris","marseille 15","france",43.37224,5.35386,1
"maryland","maryland city","united states",39.09205,-76.81775,1
"maryland (currently germany)","maryland city","united states",39.09205,-76.81775,1
"maryland ‰ù?","maryland city","united states",39.09205,-76.81775,1
"maryland, usa","maryland city","united states",39.09205,-76.81775,1
"maryville, tn","maryville","united states",35.75647,-83.97046,1
"masbate city, philippines","masbate","philippines",12.37169,123.62494,1
"masdar city, abu dhabi, uae","","",,,1
"mason city, iowa","mason city","united states",43.15357,-93.20104,1
"massachusetts","","",,,1
"massachusetts, united states","","",,,1
"mataram","mataram","indonesia",-8.58333,116.11667,1
"mataram - ntb","mataram","indonesia",-8.58333,116.11667,1
"mataram - surabaya, indonesia","mataram","indonesia",-8.58333,116.11667,1
"mataram lombok","mataram","indonesia",-8.58333,116.11667,1
"mataram, indonesia","mataram","indonesia",-8.58333,116.11667,1
"mataram-lombok","mataram","indonesia",-8.58333,116.11667,1
"mattapan, usa","","",,,1
"matthew espinosa","matthews","united states",35.11681,-80.72368,1
"maui photographer hawaii","","",,,1
"mauritius","mauritius","mauritius",-20.348404,57.552152,1
"maybe here maybe there","","",,,1
"mayfair, london","","",,,1
"mazatlÌÁn, sinaloa, mÌ©xico","mazatlan","mexico",23.2329,-106.4062,1
"mburg ‰Û¢ ship ‰Û¢ philly ‰Û¢ bmore","","",,,1
"mc allen-texas","","",,,1
"mckinley","mckinleyville","united states",40.94652,-124.10062,1
"mckinney//anna//texarkana","","",,,1
"mclean, va","","",,,1
"medan","medan","indonesia",3.58333,98.66667,1
"medan city, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"medan, indonesia","medan","indonesia",3.58333,98.66667,2
"medan, north sumatra","medan","indonesia",3.58333,98.66667,1
"medellin colombia","medellin","colombia",6.25184,-75.56359,1
"medellin, colombia","medellin","colombia",6.25184,-75.56359,1
"medellÌ?n","medellin","colombia",6.25184,-75.56359,2
"medellÌ?n (ant) - colombia","","",,,1
"medellÌ?n - colombia","","",,,1
"mega kuningan - jakarta","","",,,1
"melaka malaysia","","",,,1
"melayu-minang, lahat-jakarta","","",,,1
"melb, adel, act, bris, geelong","","",,,1
"melbourne","melbourne","united states",28.08363,-80.60811,2
"melbourne airport, tullamarine","melbourne","united states",28.08363,-80.60811,1
"melbourne australia","melbourne","united states",28.08363,-80.60811,1
"melbourne, aus","melbourne","united states",28.08363,-80.60811,1
"melbourne, australia","melbourne","united states",28.08363,-80.60811,2
"melbourne, fl","melbourne","united states",28.08363,-80.60811,1
"melbourne, syd, n.y.c, sanfran","melbourne","united states",28.08363,-80.60811,1
"melbourne, vic","melbourne","united states",28.08363,-80.60811,1
"melbourne, vic australia","melbourne","united states",28.08363,-80.60811,1
"melbourne, victoria","melbourne","united states",28.08363,-80.60811,1
"melbourne, victoria, australia","melbourne","united states",28.08363,-80.60811,1
"melbourne------oz","melbourne","united states",28.08363,-80.60811,1
"mellow mountain","","",,,1
"member for port adelaide","","",,,1
"memphis, tn","memphis","united states",35.14953,-90.04898,1
"mendoza","mendoza","argentina",-32.89084,-68.82717,2
"mendoza - argentina","mendoza","argentina",-32.89084,-68.82717,1
"menteng, south jakarta.","menen","belgium",50.79722,3.12245,1
"menyesap di balik senja...","","",,,1
"meppel","meppel","netherlands",52.69583,6.19444,1
"merida,yucatan","merida","venezuela",8.59524,-71.1434,1
"merritt, bc","merritt island","united states",28.53917,-80.672,1
"merseyside","","",,,1
"mesoamerica - panama","","",,,1
"meter diatas permukaan laut","","",,,1
"metro dc area","","",,,1
"metro manila, philippines","philippines","philippines",12.879721,121.774017,1
"metro vancouver, b.c., canada","canada","canada",56.130366,-106.346771,1
"metro, indonesia","metro","indonesia",-5.11306,105.30667,1
"metropole ruhr","","",,,1
"metz","metz","france",49.11911,6.17269,1
"mexicana","mexicali","mexico",32.62781,-115.45446,1
"mexico","mexico","mexico",23.634501,-102.552784,2
"mexico city","mexico","mexico",23.634501,-102.552784,2
"mexico city /‰ÓÓa","mexico city","mexico",19.42847,-99.12766,1
"mexico city, mexico","mexico city","mexico",19.42847,-99.12766,1
"mexico city.","mexico","mexico",23.634501,-102.552784,1
"mexico d.f.","mexico","mexico",23.634501,-102.552784,1
"mexico df","mexico","mexico",23.634501,-102.552784,1
"mexico df / portland or","","",,,1
"mexico-coacalco/germany-berlin","","",,,1
"mi lindo quito.","","",,,1
"miami ,fl","miami","united states",25.77427,-80.19366,1
"miami beach, fl","miami beach","united states",25.79065,-80.13005,1
"miami beach, florida","miami beach","united states",25.79065,-80.13005,1
"miami florida usa","","",,,1
"miami, fl","miami","united states",25.77427,-80.19366,1
"miami, fl / guatemala","miami","united states",25.77427,-80.19366,1
"miami, florida","miami","united states",25.77427,-80.19366,1
"michigan","michigan city","united states",41.70754,-86.89503,1
"michigan to nevada","michigan city","united states",41.70754,-86.89503,1
"michigan, usa","michigan city","united states",41.70754,-86.89503,1
"middelburg, nederland","middelburg","south africa",-25.77507,29.46482,1
"middle earth","middle river","united states",39.33427,-76.43941,1
"middle east","middle river","united states",39.33427,-76.43941,1
"middle tn","middleton","united states",43.09722,-89.50429,1
"middlebury, ct","middleburg heights","united states",41.36144,-81.81291,1
"midgale city.","","",,,1
"midgard","","",,,1
"midhurst, ontario","","",,,1
"midi pyrÌ©nÌ©es - france","","",,,1
"midland, ontario","midland","united states",31.99735,-102.07791,1
"midrand","midrand","south africa",-25.98953,28.12843,1
"midwest city, ok","midwest city","united states",35.44951,-97.3967,1
"miguel hidalgo, df mÌ©xico","miguel hidalgo","mexico",19.43471,-99.20091,1
"miklagÌ´rd - oslo","","",,,1
"milan","milano","italy",45.46427,9.18951,1
"milan, italy","milano","italy",45.46427,9.18951,1
"milan, italy, earth","milano","italy",45.46427,9.18951,1
"milano","milano","italy",45.46427,9.18951,1
"milano - corse","","",,,1
"milano - nairobi","","",,,1
"milano ‰÷Ó","milano","italy",45.46427,9.18951,1
"milkyway","","",,,1
"mill valley, ca","","",,,1
"millarville, alberta","millville","united states",39.40206,-75.03934,1
"milton","milton","united states",34.13216,-84.30067,1
"milton keynes, united kingdom","milton keynes","united kingdom",52.04172,-0.75583,1
"milton, on","milton","united states",34.13216,-84.30067,1
"milton, ontario","milton","united states",34.13216,-84.30067,1
"minang | jawa | indonesia","","",,,1
"minas tirith, gondor (texas)","","",,,1
"mind the gap","","",,,1
"minesing, ontario","","",,,1
"minneapolis metro area","minneapolis","united states",44.97997,-93.26384,1
"minneapolis, mn","minneapolis","united states",44.97997,-93.26384,2
"minnesota","","",,,1
"miraflores, lima peru","","",,,1
"miramichi, nb","miramichi","canada",47.02895,-65.50186,1
"mirandola (mo), italy","mirandola","italy",44.88515,11.06902,1
"mississauga","mississauga","canada",43.5789,-79.6583,2
"mississauga on canada","mississauga","canada",43.5789,-79.6583,1
"mississauga, on","mississauga","canada",43.5789,-79.6583,1
"mississauga, ontario","mississauga","canada",43.5789,-79.6583,1
"mississauga, ontario, canada","mississauga","canada",43.5789,-79.6583,1
"mississauga, ontario, l5k 2k8","mississauga","canada",43.5789,-79.6583,1
"mississauga,ontario, canada","mississauga","canada",43.5789,-79.6583,1
"mississauga/toronto, on canada","mississauga","canada",43.5789,-79.6583,1
"mississippi- where else?","","",,,1
"missoula, mt","missoula","united states",46.87215,-113.994,1
"missouri","missoula","united states",46.87215,-113.994,1
"mlg - sub","","",,,1
"mne / podgorica","","",,,1
"mnl","","",,,2
"mnl | ceb","","",,,1
"mnl, ph","","",,,1
"mnl, philippines","philippines","philippines",12.879721,121.774017,1
"mobiel","mobile","united states",30.69436,-88.04305,1
"mocca's wonderland","","",,,1
"model high school","","",,,1
"modesto,california.","modesto","united states",37.6391,-120.99688,1
"mohammed bin rashid blvd.","mohammedia","morocco",33.68607,-7.38298,1
"mohawk college, hamilton, on","","",,,1
"mojokerto ‰Û¢ bandung","mojokerto","indonesia",-7.4664,112.4338,1
"mom's rules","","",,,1
"mombasa kenya","mombasa","kenya",-4.05466,39.66359,1
"mon violeur:maxence *yameteee*","","",,,1
"moncton, nb, canada","moncton","canada",46.11594,-64.80186,1
"monmouthshire","","",,,1
"monmouthshire, wales","","",,,1
"monroe twp, 08094","monroe","united states",47.85538,-121.97096,1
"monroe, louisiana","monroe","united states",47.85538,-121.97096,1
"mont-tremblant, quÌ©bec, canada","canada","canada",56.130366,-106.346771,1
"montana cree nation","montana","bulgaria",43.4125,23.225,1
"montclair, nj","montclair","united states",34.07751,-117.68978,1
"montebello","montebello","united states",34.00946,-118.10535,1
"montenegro","montenegro","montenegro",42.708678,19.37439,1
"monterrey","monterrey","mexico",25.67507,-100.31847,1
"monterrey, mexico","monterrey","mexico",25.67507,-100.31847,1
"monterrey, nl mÌ©xico","monterrey","mexico",25.67507,-100.31847,1
"monterrey, nuevo leon","monterrey","mexico",25.67507,-100.31847,1
"monterrey, por ahora.","monterrey","mexico",25.67507,-100.31847,1
"montevideo-uruguay.","montevideo","uruguay",-34.90328,-56.18816,1
"montevideo/stockholm/el mundo","montevideo","uruguay",-34.90328,-56.18816,1
"montgomery county, maryland","montgomery","united states",41.73058,-88.3459,1
"montgomery, tx","montgomery","united states",41.73058,-88.3459,1
"montreal","montreal","canada",45.50884,-73.58781,1
"montreal canada","montreal","canada",45.50884,-73.58781,1
"montreal, canada","montreal","canada",45.50884,-73.58781,1
"montreal, qc","montreal","canada",45.50884,-73.58781,1
"montreal, qc, canada","montreal","canada",45.50884,-73.58781,1
"montreal, qc, canada.","montreal","canada",45.50884,-73.58781,1
"montreal, quÌ©bec","montreal","canada",45.50884,-73.58781,1
"montreal, victoria, naples,fl","montreal","canada",45.50884,-73.58781,1
"montreux, switzerland","montreux","switzerland",46.43301,6.91143,1
"montrÌ©al","montr√©al","canada",45.50884,-73.58781,1
"montrÌ©al - toulouse","","",,,1
"montrÌ©al, canada","montr√©al","canada",45.50884,-73.58781,1
"montrÌ©al, quÌ©bec","montr√©al","canada",45.50884,-73.58781,1
"monza","monza","italy",45.58005,9.27246,1
"moravia, san jose,costa rica","costa rica","costa rica",9.748917,-83.753428,1
"mordor","","",,,1
"morningside campus, new york","","",,,1
"moscow","moscow","united states",46.73239,-117.00017,1
"moscow, russia","moscow","united states",46.73239,-117.00017,1
"mostly here at the moment","","",,,1
"mostly in baltimore","","",,,1
"mostly in my mind","","",,,1
"mother earth","","",,,1
"mother earth and beyond","","",,,1
"motherwell","motherwell","united kingdom",55.78924,-3.99187,1
"mount olympus","","",,,1
"mount pearl, newfoundland","mount pearl","canada",47.51659,-52.78135,1
"mount pirin","mount pearl","canada",47.51659,-52.78135,1
"mountain and ocean","mountain top","united states",40.10677,-75.95272,1
"moving to mars","","",,,1
"msc","","",,,1
"mt gambier","mount gambier","australia",-37.8318,140.77919,1
"mt.baw baw","","",,,1
"mudhdhoo island, maldives","maldives","maldives",3.202778,73.22068,1
"mui nation","","",,,1
"multi regional","","",,,1
"mum & treehugger","","",,,1
"mumbai","mumbai","india",19.07283,72.88261,1
"mumbai & delhi","","",,,1
"mumbai india","mumbai","india",19.07283,72.88261,1
"mumbai, india","mumbai","india",19.07283,72.88261,1
"mumbai/nyc","mumbai","india",19.07283,72.88261,1
"mumbai/the big apple","","",,,1
"mun. sucre, caracas venezuela","","",,,1
"muncie, in","muncie","united states",40.19338,-85.38636,1
"mundo","mundgod","india",14.97144,75.03658,2
"mundo verde","","",,,1
"munich","munich","germany",48.13743,11.57549,1
"munich & london","","",,,1
"munich / germany","","",,,1
"munich, germany","munich","germany",48.13743,11.57549,1
"municipality of crowsnest pass","","",,,1
"muscat","muscat","oman",23.61387,58.5922,1
"muscat oman","muscat","oman",23.61387,58.5922,1
"muscat, oman","muscat","oman",23.61387,58.5922,1
